communication_id,customer_id,timestamp,channel,reason_category,message_text,sentiment,outcome,related_claim_id
19329,6433,2024-05-21 10:23:49,Social Media,Call Log,Verification of updated contact details,Negative,Acknowledged,19220.0
19330,6433,2023-06-13 03:23:31,Social Media,Complaint,Unsatisfactory claim process,Negative,Acknowledged,19220.0
19331,6433,2024-05-09 16:34:55,Email,Call Log,General inquiry about policy coverage,Negative,Pending Info,19222.0
19332,6433,2025-02-14 22:19:26,Phone,Feedback,Request for better mobile app experience,Neutral,Acknowledged,
19333,6434,2024-10-20 15:08:14,Chatbot,Call Log,General inquiry about policy coverage,Neutral,Acknowledged,19224.0
19334,6435,2023-09-21 06:27:39,In-Person,Complaint,Billing error in latest statement,Negative,Resolved,
19335,6435,2023-09-22 16:36:46,Email,Complaint,Long wait time on phone support,Neutral,Escalated,19226.0
19336,6435,2024-08-04 13:44:48,In-Person,Feedback,Overall positive feedback on service,Positive,Escalated,
19337,6436,2024-08-09 13:45:50,Email,Call Log,Verification of updated contact details,Negative,Pending Info,19233.0
19338,6436,2024-10-27 01:53:52,In-Person,Feedback,Overall positive feedback on service,Positive,Pending Info,
19339,6437,2024-07-27 16:06:31,In-Person,Complaint,Incorrect personal details on file,Neutral,Resolved,19237.0
19340,6437,2023-04-22 00:53:07,Email,Feedback,Appreciation for quick claim settlement,Positive,Resolved,
19341,6437,2023-05-05 04:37:39,Social Media,Call Log,Follow-up call on a pending claim,Neutral,Escalated,19238.0
19342,6438,2024-12-26 19:04:32,Phone,Feedback,Appreciation for quick claim settlement,Positive,Pending Info,
19343,6438,2023-10-08 14:53:49,Email,Call Log,Inquiry about adding a family member to the policy,Positive,Acknowledged,19240.0
19344,6438,2023-10-25 11:50:06,Phone,Call Log,Verification of updated contact details,Negative,Resolved,19239.0
19345,6438,2024-08-13 18:19:45,Social Media,Feedback,Appreciation for quick claim settlement,Neutral,Resolved,
19346,6439,2024-03-12 10:07:09,Phone,Feedback,Concern about premium increase,Neutral,Pending Info,
19347,6439,2023-12-02 01:51:18,Email,Feedback,Concern about premium increase,Negative,Pending Info,
19348,6440,2025-02-04 20:48:13,Email,Complaint,Policy cancellation issue,Negative,Resolved,19248.0
19349,6440,2023-12-19 22:49:51,Chatbot,Feedback,Concern about premium increase,Positive,Resolved,
19350,6441,2023-07-16 23:26:39,Email,Feedback,Concern about premium increase,Negative,Escalated,
19351,6441,2024-02-15 20:34:07,Chatbot,Complaint,Incorrect personal details on file,Neutral,Pending Info,19253.0
19352,6442,2025-01-12 18:27:18,Email,Complaint,Policy cancellation issue,Neutral,Pending Info,
19353,6443,2024-05-05 04:13:43,Chatbot,Feedback,Overall positive feedback on service,Negative,Acknowledged,
19354,6444,2024-03-20 02:27:54,Phone,Feedback,Request for better mobile app experience,Neutral,Acknowledged,
19355,6444,2023-06-01 03:42:06,Phone,Feedback,Appreciation for quick claim settlement,Negative,Pending Info,
19356,6444,2024-08-04 11:12:11,Phone,Call Log,Verification of updated contact details,Neutral,Resolved,
19357,6444,2024-08-30 15:22:47,Email,Call Log,General inquiry about policy coverage,Neutral,Resolved,19254.0
19358,6444,2024-08-13 00:51:53,Social Media,Feedback,Overall positive feedback on service,Neutral,Pending Info,
19359,6445,2023-07-08 04:07:55,Social Media,Feedback,Overall positive feedback on service,Positive,Escalated,
19360,6446,2023-12-12 08:55:39,In-Person,Feedback,Appreciation for quick claim settlement,Negative,Resolved,
19361,6446,2025-01-28 08:39:06,Phone,Complaint,Unsatisfactory claim process,Negative,Acknowledged,19259.0
19362,6446,2024-10-18 00:24:01,Social Media,Feedback,Request for better mobile app experience,Positive,Acknowledged,
19363,6446,2024-11-01 21:14:08,Phone,Complaint,Long wait time on phone support,Negative,Escalated,
19364,6447,2024-07-15 18:09:13,Phone,Feedback,Request for better mobile app experience,Neutral,Resolved,
19365,6447,2023-04-03 23:03:34,Phone,Call Log,Inquiry about adding a family member to the policy,Positive,Escalated,19269.0
19366,6447,2023-06-24 13:27:42,Email,Feedback,Concern about premium increase,Negative,Acknowledged,
19367,6447,2024-06-09 10:54:40,Email,Call Log,Follow-up call on a pending claim,Neutral,Acknowledged,19267.0
19368,6447,2024-10-27 08:46:39,Email,Call Log,Follow-up call on a pending claim,Negative,Escalated,19264.0
19369,6448,2024-07-11 07:12:26,Chatbot,Complaint,Billing error in latest statement,Negative,Acknowledged,19274.0
19370,6449,2024-10-29 09:47:13,Social Media,Call Log,Inquiry about adding a family member to the policy,Positive,Pending Info,
19371,6449,2024-05-24 14:07:24,Chatbot,Call Log,Verification of updated contact details,Neutral,Resolved,
19372,6449,2023-09-07 03:00:35,Chatbot,Call Log,Follow-up call on a pending claim,Neutral,Acknowledged,19278.0
19373,6449,2023-11-10 07:09:36,Phone,Complaint,Long wait time on phone support,Negative,Resolved,
19374,6449,2025-02-27 22:21:14,Email,Complaint,Incorrect personal details on file,Neutral,Resolved,19276.0
19375,6450,2024-08-07 10:04:24,In-Person,Call Log,Follow-up call on a pending claim,Neutral,Resolved,
19376,6450,2023-04-10 09:17:14,Chatbot,Call Log,Question regarding renewal process,Neutral,Pending Info,
19377,6450,2023-12-12 03:26:15,Phone,Complaint,Unsatisfactory claim process,Negative,Acknowledged,
19378,6450,2024-07-31 06:28:29,Phone,Call Log,General inquiry about policy coverage,Neutral,Pending Info,
19379,6451,2024-09-28 11:32:23,Email,Feedback,Overall positive feedback on service,Positive,Resolved,
19380,6451,2024-01-07 12:10:01,Email,Feedback,Suggestion for new policy feature,Positive,Resolved,
19381,6452,2023-05-27 23:55:24,Phone,Feedback,Request for better mobile app experience,Negative,Resolved,
19382,6452,2025-01-23 14:08:10,Email,Call Log,Verification of updated contact details,Positive,Acknowledged,
19383,6452,2023-04-27 21:45:18,Social Media,Complaint,Policy cancellation issue,Negative,Pending Info,
19384,6452,2023-11-28 07:14:42,In-Person,Complaint,Unsatisfactory claim process,Negative,Acknowledged,
19385,6453,2024-09-19 15:29:22,Social Media,Complaint,Billing error in latest statement,Negative,Resolved,19283.0
19386,6454,2024-01-11 10:44:57,Phone,Complaint,Unsatisfactory claim process,Negative,Resolved,
19387,6454,2024-11-30 22:09:48,Phone,Call Log,Question regarding renewal process,Neutral,Pending Info,19286.0
19388,6454,2023-12-15 00:23:10,Email,Call Log,Verification of updated contact details,Positive,Acknowledged,19286.0
19389,6455,2025-02-20 13:03:26,Email,Complaint,Long wait time on phone support,Neutral,Escalated,19290.0
19390,6456,2025-01-11 04:02:19,Social Media,Feedback,Concern about premium increase,Neutral,Resolved,
19391,6456,2025-01-26 21:14:41,In-Person,Feedback,Concern about premium increase,Negative,Escalated,
19392,6456,2024-01-05 05:10:11,Email,Call Log,Inquiry about adding a family member to the policy,Negative,Escalated,
19393,6456,2023-12-12 18:19:37,Chatbot,Call Log,Follow-up call on a pending claim,Positive,Acknowledged,
19394,6457,2025-02-08 14:53:14,Chatbot,Call Log,Question regarding renewal process,Negative,Escalated,19296.0
19395,6458,2023-04-17 04:37:46,Email,Call Log,Question regarding renewal process,Neutral,Pending Info,19300.0
19396,6458,2024-02-29 16:30:57,Chatbot,Complaint,Long wait time on phone support,Negative,Resolved,19300.0
19397,6458,2023-08-28 11:19:31,In-Person,Feedback,Overall positive feedback on service,Neutral,Acknowledged,
19398,6459,2024-06-11 22:28:09,In-Person,Call Log,Inquiry about adding a family member to the policy,Positive,Pending Info,19302.0
19399,6459,2023-12-27 11:50:21,Social Media,Feedback,Concern about premium increase,Positive,Resolved,
19400,6459,2023-04-09 12:38:08,Social Media,Call Log,Verification of updated contact details,Positive,Pending Info,19303.0
19401,6459,2024-04-09 15:03:02,In-Person,Feedback,Request for better mobile app experience,Neutral,Escalated,
19402,6459,2024-12-22 07:51:12,Chatbot,Call Log,Inquiry about adding a family member to the policy,Neutral,Pending Info,
19403,6460,2023-06-30 23:36:44,Social Media,Feedback,Appreciation for quick claim settlement,Positive,Resolved,
19404,6460,2023-12-17 04:26:31,Email,Call Log,Question regarding renewal process,Neutral,Pending Info,
19405,6460,2024-02-12 07:34:14,Chatbot,Call Log,Question regarding renewal process,Neutral,Pending Info,19304.0
19406,6460,2024-11-15 17:40:35,Phone,Feedback,Suggestion for new policy feature,Negative,Resolved,
19407,6460,2024-08-23 20:56:15,Phone,Call Log,Follow-up call on a pending claim,Positive,Escalated,19304.0
19408,6461,2023-07-13 21:09:58,Email,Complaint,Billing error in latest statement,Negative,Pending Info,19306.0
19409,6461,2023-10-11 08:29:34,Phone,Feedback,Overall positive feedback on service,Neutral,Pending Info,
19410,6461,2024-10-24 23:24:13,Phone,Feedback,Overall positive feedback on service,Positive,Resolved,
19411,6462,2024-02-01 10:53:47,Chatbot,Feedback,Concern about premium increase,Positive,Acknowledged,
19412,6462,2024-08-28 13:58:36,Phone,Feedback,Concern about premium increase,Neutral,Escalated,
19413,6462,2024-08-04 23:46:55,Chatbot,Complaint,Billing error in latest statement,Negative,Pending Info,19308.0
19414,6462,2023-09-28 10:26:21,Social Media,Call Log,Inquiry about adding a family member to the policy,Positive,Resolved,19308.0
19415,6462,2023-12-15 08:45:37,In-Person,Call Log,Question regarding renewal process,Negative,Resolved,
19416,6463,2024-06-29 13:53:13,Social Media,Feedback,Request for better mobile app experience,Neutral,Pending Info,
19417,6463,2024-04-13 21:56:38,Phone,Call Log,Verification of updated contact details,Neutral,Pending Info,19309.0
19418,6463,2024-03-22 10:37:11,Chatbot,Call Log,Question regarding renewal process,Negative,Pending Info,19311.0
19419,6463,2025-02-04 13:09:40,In-Person,Feedback,Request for better mobile app experience,Neutral,Resolved,
19420,6463,2025-02-26 05:38:51,Phone,Feedback,Concern about premium increase,Positive,Resolved,
19421,6464,2023-06-30 16:07:07,In-Person,Call Log,General inquiry about policy coverage,Positive,Acknowledged,19313.0
19422,6464,2024-11-24 11:08:24,Chatbot,Call Log,Follow-up call on a pending claim,Neutral,Escalated,19313.0
19423,6464,2023-04-19 23:42:41,Phone,Complaint,Policy cancellation issue,Negative,Acknowledged,19313.0
19424,6464,2024-02-25 11:02:18,In-Person,Feedback,Suggestion for new policy feature,Neutral,Acknowledged,
19425,6465,2024-10-15 23:51:11,Chatbot,Complaint,Long wait time on phone support,Neutral,Acknowledged,
19426,6465,2024-08-27 00:15:23,Email,Complaint,Incorrect personal details on file,Negative,Acknowledged,
19427,6465,2024-06-08 15:12:31,Phone,Call Log,Follow-up call on a pending claim,Positive,Resolved,19314.0
19428,6466,2023-06-02 11:27:01,Social Media,Feedback,Overall positive feedback on service,Neutral,Acknowledged,
19429,6466,2023-05-17 11:04:28,Email,Complaint,Unsatisfactory claim process,Negative,Acknowledged,
19430,6466,2024-03-26 03:30:39,Chatbot,Feedback,Appreciation for quick claim settlement,Neutral,Resolved,
19431,6466,2024-06-26 04:59:11,Social Media,Call Log,Verification of updated contact details,Positive,Acknowledged,
19432,6467,2024-03-06 16:10:55,Chatbot,Call Log,Question regarding renewal process,Neutral,Escalated,19319.0
19433,6467,2024-12-28 08:59:07,Email,Feedback,Suggestion for new policy feature,Neutral,Pending Info,
19434,6467,2024-05-27 01:13:16,Chatbot,Call Log,Follow-up call on a pending claim,Negative,Pending Info,19319.0
19435,6468,2023-05-05 16:47:57,Social Media,Call Log,Follow-up call on a pending claim,Negative,Resolved,
19436,6468,2023-06-18 09:08:39,Phone,Call Log,Question regarding renewal process,Negative,Resolved,19325.0
19437,6468,2024-11-18 20:18:18,Email,Call Log,Follow-up call on a pending claim,Positive,Resolved,19324.0
19438,6469,2024-10-24 11:24:38,Phone,Complaint,Policy cancellation issue,Negative,Acknowledged,19326.0
19439,6469,2024-06-30 02:12:12,In-Person,Feedback,Request for better mobile app experience,Positive,Acknowledged,
19440,6470,2025-01-25 03:50:47,In-Person,Complaint,Policy cancellation issue,Neutral,Escalated,
19441,6470,2025-01-21 14:10:03,Social Media,Complaint,Billing error in latest statement,Negative,Pending Info,19327.0
19442,6470,2023-05-09 16:45:26,In-Person,Complaint,Policy cancellation issue,Negative,Escalated,
19443,6471,2024-08-03 21:53:28,In-Person,Complaint,Billing error in latest statement,Negative,Pending Info,19331.0
19444,6472,2025-03-08 20:54:54,Email,Feedback,Request for better mobile app experience,Neutral,Escalated,
19445,6472,2025-03-01 08:57:37,Phone,Complaint,Incorrect personal details on file,Negative,Pending Info,19334.0
19446,6472,2024-06-25 05:27:28,Email,Call Log,General inquiry about policy coverage,Positive,Pending Info,19335.0
19447,6472,2023-12-11 08:21:53,In-Person,Feedback,Suggestion for new policy feature,Positive,Escalated,
19448,6473,2023-06-24 01:17:05,Chatbot,Feedback,Appreciation for quick claim settlement,Positive,Acknowledged,
19449,6473,2023-04-04 08:07:29,Social Media,Feedback,Suggestion for new policy feature,Positive,Resolved,
19450,6474,2024-02-29 00:57:01,Phone,Call Log,Verification of updated contact details,Negative,Acknowledged,19339.0
19451,6474,2024-03-10 23:09:32,In-Person,Call Log,Verification of updated contact details,Neutral,Pending Info,
19452,6474,2024-03-16 18:36:13,Chatbot,Complaint,Unsatisfactory claim process,Negative,Resolved,
19453,6475,2024-09-06 20:46:10,In-Person,Complaint,Unsatisfactory claim process,Neutral,Pending Info,19341.0
19454,6475,2024-05-10 22:38:24,In-Person,Complaint,Billing error in latest statement,Neutral,Resolved,19341.0
19455,6475,2025-02-01 01:19:51,In-Person,Call Log,Question regarding renewal process,Neutral,Resolved,19341.0
19456,6475,2023-10-19 09:38:44,Phone,Feedback,Request for better mobile app experience,Neutral,Resolved,
19457,6475,2024-11-17 16:19:24,Email,Complaint,Billing error in latest statement,Neutral,Resolved,
19458,6476,2024-06-25 02:10:16,Chatbot,Call Log,Question regarding renewal process,Neutral,Resolved,19342.0
19459,6476,2024-06-22 22:10:39,Chatbot,Call Log,Question regarding renewal process,Positive,Escalated,19342.0
19460,6476,2023-07-08 02:54:15,Chatbot,Feedback,Concern about premium increase,Neutral,Acknowledged,
19461,6476,2025-03-11 05:00:17,Phone,Call Log,Inquiry about adding a family member to the policy,Neutral,Escalated,19342.0
19462,6476,2024-07-07 14:50:50,Phone,Call Log,Question regarding renewal process,Neutral,Escalated,
19463,6477,2023-09-21 05:17:21,Chatbot,Complaint,Incorrect personal details on file,Neutral,Acknowledged,19347.0
19464,6477,2024-11-16 02:55:58,Email,Feedback,Overall positive feedback on service,Negative,Pending Info,
19465,6477,2023-10-07 20:52:30,Chatbot,Call Log,Verification of updated contact details,Negative,Pending Info,19344.0
19466,6478,2023-04-26 13:11:54,Email,Complaint,Policy cancellation issue,Negative,Pending Info,19349.0
19467,6478,2023-05-03 13:41:54,Email,Complaint,Billing error in latest statement,Negative,Pending Info,19354.0
19468,6478,2023-11-01 03:02:55,Email,Complaint,Billing error in latest statement,Neutral,Escalated,19352.0
19469,6479,2025-01-12 13:24:59,In-Person,Feedback,Request for better mobile app experience,Positive,Resolved,
19470,6479,2023-05-09 01:04:42,Phone,Call Log,Verification of updated contact details,Neutral,Pending Info,
19471,6479,2023-07-24 18:08:20,Social Media,Call Log,Question regarding renewal process,Positive,Resolved,
19472,6480,2024-01-28 01:00:10,Phone,Complaint,Incorrect personal details on file,Neutral,Acknowledged,19360.0
19473,6480,2025-01-07 02:36:43,Email,Complaint,Unsatisfactory claim process,Negative,Escalated,
19474,6480,2023-09-14 05:22:01,In-Person,Complaint,Incorrect personal details on file,Neutral,Resolved,19360.0
19475,6481,2024-02-22 03:24:08,Phone,Feedback,Suggestion for new policy feature,Negative,Escalated,
19476,6481,2024-07-19 01:16:00,Email,Call Log,Follow-up call on a pending claim,Neutral,Resolved,19363.0
19477,6482,2023-04-19 03:42:58,In-Person,Call Log,Follow-up call on a pending claim,Positive,Resolved,
